raw_source_title,issn,eissn,subject_areas
Series on Contemporary China,17930847,,"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
Series on Knots and Everything,02199769,,Mathematics
Series on Number Theory and Its Applications,17933161,,Mathematics
"Series Paper - Technical University of Denmark, Institute of Hydrodynamics and Water Resources",01071092,,Chemical Engineering
SERIES: International Journal of TV Serial Narratives,,2421454X,Arts and Humanities; Social Sciences
Serodiagnosis and Immunotherapy in Infectious Disease,08880786,,Immunology and Microbiology; Medicine
Service Business,18628516,18628508,"Business, Management and Accounting"
Service Industries Journal,02642069,17439507,"Business, Management and Accounting"
Service Industries Review,02628546,,"Business, Management and Accounting"
Service Oriented Computing and Applications,18632386,18632394,"Business, Management and Accounting; Computer Science"
Service Robot,13563378,,Engineering
Service Science,21643962,21643970,"Business, Management and Accounting; Decision Sciences; Mathematics"
Services Marketing Quarterly,15332969,15332977,"Business, Management and Accounting"
"Servir (Lisbon, Portugal)",08712379,,Medicine
SESHA Journal: Semiconductor Environmental Safety and Health Association,15374467,,Engineering; Environmental Science; Physics and Astronomy
"Sesit pro Umeni, Teorii a Pribuzne Zony",18028918,,Arts and Humanities
Seta,03551407,,Materials Science
Seton Hall law review,05865964,,Social Sciences
Settler Colonial Studies,2201473X,18380743,Arts and Humanities; Social Sciences
Set-Valued Analysis,09276947,1572932X,Mathematics
Set-Valued and Variational Analysis,18770533,18770541,Mathematics
Seventeenth Century,0268117X,20504616,Arts and Humanities; Social Sciences
Seventeenth-Century French Studies,02651068,17522692,Arts and Humanities; Social Sciences
Sever i Rynok: Formirovanie Ekonomiceskogo Poradka,2220802X,,"Economics, Econometrics and Finance; Social Sciences"
Sewage and industrial wastes,0096364X,,Medicine
Sewage works journal,00969362,,Medicine
Sewanee Review,00373052,1934421X,Arts and Humanities
Sex Education,14681811,14720825,Social Sciences
Sex Roles,03600025,15732762,Psychology; Social Sciences
Sex weekly plus,10908633,,Medicine
Sexologies,11581360,,Medicine; Psychology
Sexual Abuse,10790632,1573286X,Medicine; Psychology
Sexual Addiction and Compulsivity,10720162,15325318,Medicine; Psychology
Sexual and Marital Therapy,02674653,,Medicine
Sexual and Relationship Therapy,14681994,14681749,Medicine; Psychology
Sexual and Reproductive Health Matters,,26410397,Medicine
Sexual and Reproductive Healthcare,18775756,18775764,Medicine; Nursing
Sexual Development,16615425,16615433,"Biochemistry, Genetics and Molecular Biology; Medicine"
Sexual Health,14485028,14498987,Medicine
Sexual Health and Compulsivity,,26929996,Medicine; Psychology
Sexual health exchange,13883046,,Medicine
Sexual Medicine,20501161,20501161,"Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience"
Sexual Medicine Reviews,20500513,20500521,"Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience"
"Sexual Offending: Theory, Research, and Prevention",,26998440,Medicine; Psychology; Social Sciences
Sexual Plant Reproduction,09340882,14322145,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
Sexualidade e planeamento familiar,08727023,,Medicine
Sexualities,13634607,14617382,Social Sciences
"Sexualities, Evolution and Gender",14792508,14792516,Psychology; Social Sciences
Sexuality and Culture,10955143,,Social Sciences
Sexuality and Disability,01461044,15736717,Medicine; Health Professions
Sexuality Research and Social Policy,18689884,15536610,Social Sciences
"Sexuality, Gender and Policy",,26395355,Social Sciences
"Sexuality, Reproduction and Menopause",15462501,,Medicine; Psychology
Sexually Transmitted Diseases,01485717,15374521,Medicine
Sexually Transmitted Infections,13684973,14723263,Medicine
Sexuologie,09447105,,Medicine
Seybold Report,15339211,,"Business, Management and Accounting; Engineering"
Seybold Report on Publishing Systems,07367260,,Computer Science
Sguardo,,20366558,Arts and Humanities; Social Sciences
Shagi/ Steps,24129410,27821765,Arts and Humanities; Psychology; Social Sciences
Shakai keizai shigaku / Shakai Keizai Shigakkai,00380113,,Medicine
Shakespeare,17450918,17450926,Arts and Humanities
Shakespeare Bulletin,07482558,19311427,Arts and Humanities
Shakespeare Quarterly,00373222,15383555,Arts and Humanities
Shakespeare Studies,05829399,,Arts and Humanities; Social Sciences
Shakespeare Survey,00809152,,Arts and Humanities
Shaman,12167827,,Arts and Humanities; Social Sciences
Shanghai Archives of Psychiatry,10020829,,Medicine; Neuroscience
Shanghai Chest,,25213768,Medicine
Shanghai Haiyun Xueyuan Xuebao/Journal of Shanghai Maritime University,10005188,,Engineering
Shanghai Jiaotong Daxue Xuebao/Journal of Shanghai Jiaotong University,10062467,,
Shanghai Jinshu/Shanghai Metals,10017208,,Materials Science
Shanghai Journal of Preventive Medicine,10049231,,Medicine
Shanghai kou qiang yi xue = Shanghai journal of stomatology,10067248,,
Shanghai Ligong Daxue Xuebao/Journal of University of Shanghai for Science and Technology,10076735,,Engineering
Shape Memory and Superelasticity,2199384X,21993858,Engineering; Materials Science
Shapu Giho/Sharp Technical Journal,02850362,,Engineering; Materials Science
SHAW,07415842,15291480,Arts and Humanities
She Ji,24058726,24058718,"Arts and Humanities; Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
Shedet,23568704,25369954,Arts and Humanities; Social Sciences
Sheet Metal Industries,00373435,,"Business, Management and Accounting; Materials Science"
Shejzat,25179624,,Arts and Humanities
Shenandoah,00373583,,Arts and Humanities
Sheng li ke xue jin zhan [Progress in physiology],05597765,,Medicine
Shengtai Xuebao,10000933,,Agricultural and Biological Sciences; Environmental Science
Shengwu Gongcheng Xuebao/Chinese Journal of Biotechnology,10003061,18722075,"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
Shengwu Yixue Gongchengxue Zazhi/Journal of Biomedical Engineering,10015515,,Engineering
Shengxue Xuebao/Acta Acustica,03710025,,Physics and Astronomy
Shenyang Gongye Daxue Xuebao/Journal of Shenyang University of Technology,10001646,,Engineering
Shenyang Jianzhu Daxue Xuebao (Ziran Kexue Ban)/Journal of Shenyang Jianzhu University (Natural Science),16712021,,
Shenzhen Daxue Xuebao (Ligong Ban)/Journal of Shenzhen University Science and Engineering,10002618,,Computer Science; Engineering
Shi xue yue kan,05830214,,Medicine
Shi yan sheng wu xue bao = Journal of experimental biology,00015334,,Medicine
Shi You Zuan Cai Gong Yi/Oil Drilling and Production Technology,10007393,,Engineering
Shidnij Svit,16080599,16825268,Arts and Humanities
Shigaku. Odontology; journal of Nippon Dental College,00298484,,Medicine
Shikoku Acta Medica,00373699,,Medicine
SHILAP Revista de lepidopterologia,03005267,,Agricultural and Biological Sciences
Shima,18346049,18346057,Arts and Humanities; Social Sciences
Shinku/Journal of the Vacuum Society of Japan,05598516,18809413,Engineering; Materials Science; Physics and Astronomy
Shinrigaku Kenkyu,00215236,,Psychology
Shinshu Medical Journal,00373826,,Medicine
Ship and Boat International,00373834,,Engineering
Ship Building of China,10004882,,Engineering
Ship Technology Research,09377255,,Engineering
Shipin Kexue/Food Science,10026630,,Agricultural and Biological Sciences
Shipping World and Shipbuilder,00373931,,Engineering; Social Sciences
Shiprepair and Conversion Technology,09690174,,Engineering
Ships and Offshore Structures,17445302,1754212X,Engineering
Ships and Shipping,18348076,,Engineering
Shiraz E Medical Journal,17351391,17351391,Medicine
Shiyan Liuti Lixue/Journal of Experiments in Fluid Mechanics,16729897,,Engineering
Shiyou Diqiu Wuli Kantan/Oil Geophysical Prospecting,10007210,,Earth and Planetary Sciences; Energy
Shiyou Gongcheng Jianshe/Petroleum Engineering Construction,10012206,,Engineering
Shiyou Huagong Gaodeng Xuexiao Xuebao/Journal of Petrochemical Universities,1006396X,,Chemical Engineering; Energy
Shiyou Kantan Yu Kaifa/Petroleum Exploration and Development,10000747,,Earth and Planetary Sciences; Energy
"Shiyou Xuebao, Shiyou Jiagong/Acta Petrolei Sinica (Petroleum Processing Section)",10018719,,Chemical Engineering; Energy
Shiyou Xuebao/Acta Petrolei Sinica,02532697,,Chemical Engineering; Energy
Sh'ma : a journal of Jewish responsibility,00490385,,Medicine
Shock,10732322,15400514,Medicine
Shock and Vibration,10709622,18759203,Earth and Planetary Sciences; Engineering; Physics and Astronomy
Shock and Vibration Digest,05831024,17413184,Chemical Engineering
Shock Waves,09381287,14322153,Engineering; Physics and Astronomy
Shodoznavstvo,1682671X,24158712,Arts and Humanities
Shofar,08828539,15345165,Arts and Humanities; Social Sciences
Shokuhin eiseigaku zasshi. Journal of the Food Hygienic Society of Japan,00156426,18821006,Agricultural and Biological Sciences; Medicine
Shore and Beach,00374237,,Earth and Planetary Sciences; Engineering; Environmental Science
Short Fiction in Theory and Practice,20430701,2043071X,Arts and Humanities; Social Sciences
Short Film Studies,20427824,20427832,Arts and Humanities
Shoulder and Elbow,17585732,17585740,Medicine; Health Professions
Showa Igakkai zasshi = The Journal of the Showa Medical Association,00374342,,Medicine
SHP News,02563118,,Energy; Engineering
Shuidonglixue Yanjiu yu Jinzhan/Chinese Journal of Hydrodynamics Ser. A,10004874,,Chemical Engineering; Engineering; Mathematics
Shuikexue Jinzhan/Advances in Water Science,10016791,,Earth and Planetary Sciences
Shuili Fadian Xuebao/Journal of Hydroelectric Engineering,10031243,,Energy; Engineering; Environmental Science
Shuili Fadian/Water Power,05599342,,Engineering
Shuili Xuebao/Journal of Hydraulic Engineering,05599350,,Energy; Engineering; Environmental Science
Shuju Caiji Yu Chuli/Journal of Data Acquisition and Processing,10049037,,Computer Science
Si Somos Americanos,07182910,07190948,Arts and Humanities; Social Sciences
SIAM J Control,00361402,,Engineering
SIAM Journal on Applied Algebra and Geometry,,24706566,Mathematics
SIAM Journal on Applied Dynamical Systems,15360040,15360040,Mathematics
SIAM Journal on Applied Mathematics,00361399,1095712X,Mathematics
SIAM Journal on Computing,00975397,10957111,Computer Science; Mathematics
SIAM Journal on Control and Optimization,03630129,10957138,Mathematics
SIAM Journal on Discrete Mathematics,08954801,10957146,Mathematics
SIAM Journal on Financial Mathematics,1945497X,,"Economics, Econometrics and Finance; Mathematics"
SIAM Journal on Imaging Sciences,19364954,19364954,Mathematics
SIAM Journal on Mathematical Analysis,00361410,10957154,Mathematics
SIAM Journal on Matrix Analysis and Applications,08954798,10957162,Mathematics
SIAM Journal on Numerical Analysis,00361429,10957170,Mathematics
SIAM Journal on Optimization,10526234,10957189,Computer Science; Mathematics
SIAM Journal on Scientific Computing,10648275,10957197,Mathematics
SIAM Monographs on Mathematical Modeling and Computation,,,Mathematics
SIAM Review,00361445,10957200,Mathematics
SIAM-ASA Journal on Uncertainty Quantification,,21662525,Decision Sciences; Mathematics
Siberian Advances in Mathematics,10551344,19348126,Mathematics
Siberian Electronic Mathematical Reports,18133304,18133304,Mathematics
Siberian Historical Research,2312461X,23124628,Arts and Humanities; Social Sciences
Siberian Journal of Clinical and Experimental Medicine,27132927,2713265X,Medicine
Siberian Journal of Life Sciences and Agriculture,26586649,26586657,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Medicine"
Siberian Journal of Oncology,18144861,23123168,"Biochemistry, Genetics and Molecular Biology; Medicine"
Siberian Mathematical Journal,00374466,15739260,Mathematics
Siberian Medical Review,18199496,25000136,Medicine
Sibirica,13617362,14766787,Arts and Humanities; Social Sciences
Sibirskii Filologicheskii Zhurnal,18137083,,Arts and Humanities; Social Sciences
Sibirskij Nauchnyj Medicinskij Zhurnal,24102512,24102520,"Biochemistry, Genetics and Molecular Biology; Medicine"
Sibirskiy Psikhologicheskiy Zhurnal,17267080,24110809,Psychology
Sic,,18477755,Arts and Humanities; Social Sciences
"SICE Journal of Control, Measurement, and System Integration",,18849970,Computer Science; Engineering
Sichuan Daxue Xuebao (Gongcheng Kexue Ban)/Journal of Sichuan University (Engineering Science Edition),10093087,,Engineering
Sicilia Antiqva,17249112,18254780,Arts and Humanities; Social Sciences
Sicilia medica,03710319,,Medicine
Sicilia sanitaria,03710394,,Medicine
SICOT-J,,24268887,Medicine
SID Structural Integrity and Durability,15513750,15513769,Engineering; Materials Science; Mathematics
"SIDA, Contributions to Botany",00361488,,Agricultural and Biological Sciences; Environmental Science
