Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Abbreviated Source Title,Document Type,Publication Stage,Source,EID
"Abdellatif M., Asma K.","55802371994;56539872000;","A new model for the impact of knowledge management on university performance: Empirical study based on student opinions",2019,"Journal of Information and Knowledge Management",,,,"","",,7,"10.1142/S0219649219500291","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072244265&doi=10.1142%2fS0219649219500291&partnerID=40&md5=ff3903730186b757b56a568bc7a6b5ea","RISAM Laboratory, Civil Engineering Department, University of Tlemcen, Algeria; BP 230, Chetouane, Tlemcen, Algeria","Abdellatif, M., RISAM Laboratory, Civil Engineering Department, University of Tlemcen, Algeria, BP 230, Chetouane, Tlemcen, Algeria; Asma, K., RISAM Laboratory, Civil Engineering Department, University of Tlemcen, Algeria, BP 230, Chetouane, Tlemcen, Algeria","Knowledge management (KM); Performance; Student satisfaction; System; University","Customer satisfaction; Education computing; Knowledge based systems; Knowledge management; Students; Surveys; Higher education institutions; Knowledge management system; Operational excellence; Performance; Student participation; Student satisfaction; System; University; Decision making","J. Inf. Knowl. Manage.",Article,"Article in Press",Scopus,2-s2.0-85072244265
"Hadi S., Andrian D., Kartowagiran B.","57060009200;57204103481;57194710965;","Evaluation model for evaluating vocational skills programs on local content curriculum in Indonesia: Impact of educational system in Indonesia",2019,"Eurasian Journal of Educational Research","2019","82",,"45","62",,7,"10.14689/ejer.2019.82.3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071044056&doi=10.14689%2fejer.2019.82.3&partnerID=40&md5=19f2b9019b385eea188924a94426c1bf","Yogyakarta State University, Indonesia; Mathematics Education, Riau Islamic University, Indonesia","Hadi, S., Yogyakarta State University, Indonesia; Andrian, D., Mathematics Education, Riau Islamic University, Indonesia; Kartowagiran, B., Yogyakarta State University, Indonesia","Evaluation model; Local content curriculum; Vocational skills programs",,"Eurasian J. Educ. Res.",Article,"Final",Scopus,2-s2.0-85071044056
"Sohoel H., Jaatun M.G., Boyd C.","57205546223;23397142100;57214506446;","OWASP Top 10 - Do Startups Care?",2018,"2018 International Conference on Cyber Security and Protection of Digital Services, Cyber Security 2018",,,"8560666","","",,7,"10.1109/CyberSecPODS.2018.8560666","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060449580&doi=10.1109%2fCyberSecPODS.2018.8560666&partnerID=40&md5=0a8f6c04f30f355f27e377c264e41cf6","BEKK Consulting, Oslo, NO-0102, Norway; SINTEF Digital, Trondheim, NO-7465, Norway; IIK NTNU, Trondheim, Norway","Sohoel, H., BEKK Consulting, Oslo, NO-0102, Norway; Jaatun, M.G., SINTEF Digital, Trondheim, NO-7465, Norway; Boyd, C., IIK NTNU, Trondheim, Norway",,"Security flaws; Small samples; Time to market","Int. Conf. Cyber Secur. Prot. Digit. Serv., Cyber Security",Conference Paper,"Final",Scopus,2-s2.0-85060449580
"Okoye L.U., Omankhanlen A.E., Okoh J.I., Isibor A.A.","57220128631;56736861700;57205334525;56331409200;","Technology-based financial services delivery and customer satisfaction: A study of the Nigerian banking sector",2018,"International Journal of Civil Engineering and Technology","9","13",,"214","223",,7,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059556252&partnerID=40&md5=f41c7fec19f2f87c74f98993ad0185ae","Department of Banking and Finance, Covenant University, Ota; Department of Financial Studies, National Open University of Nigeria","Okoye, L.U., Department of Banking and Finance, Covenant University, Ota; Omankhanlen, A.E., Department of Banking and Finance, Covenant University, Ota; Okoh, J.I., Department of Financial Studies, National Open University of Nigeria; Isibor, A.A., Department of Banking and Finance, Covenant University, Ota","Customer satisfaction; Customer-oriented financial products; Electronic banking; Technology",,"Int.J. Civ. Eng. Technol.",Article,"Final",Scopus,2-s2.0-85059556252
"Misra S.C., Doneria K.","58127120900;57204072690;","Application of cloud computing in financial services: an agent-oriented modelling approach",2018,"Journal of Modelling in Management","13","4",,"994","1006",,7,"10.1108/JM2-12-2017-0131","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054361333&doi=10.1108%2fJM2-12-2017-0131&partnerID=40&md5=9f8380e97cb5e3e8b78b85d4f097bdf4","Indian Institute of Technology Kanpur, Kanpur, India","Misra, S.C., Indian Institute of Technology Kanpur, Kanpur, India; Doneria, K., Indian Institute of Technology Kanpur, Kanpur, India","Banking; Business strategy; Computing; Finance; Modelling",,"J. Model. Manage.",Article,"Final",Scopus,2-s2.0-85054361333
"Surjandy, Fernando E., Meyliana, Raharto Condrobimo A., Edbert I.S., Vivien","57194546265;57189355900;57203859161;57194542122;57211499127;57211501433;","The safe and trust factors of mobile transportation system for user behavior in Indonesia",2018,"2018 International Seminar on Research of Information Technology and Intelligent Systems, ISRITI 2018",,,"8864250","449","452",,7,"10.1109/ISRITI.2018.8864250","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073238732&doi=10.1109%2fISRITI.2018.8864250&partnerID=40&md5=17dd094e4ba11e974348cbf7a77fb75c","Information Systems Audit Program, School of Information Systems, Bina Nusantara University, Information Systems Department, Jakarta, 11480, Indonesia","Surjandy, Information Systems Audit Program, School of Information Systems, Bina Nusantara University, Information Systems Department, Jakarta, 11480, Indonesia; Fernando, E., Information Systems Audit Program, School of Information Systems, Bina Nusantara University, Information Systems Department, Jakarta, 11480, Indonesia; Meyliana, Information Systems Audit Program, School of Information Systems, Bina Nusantara University, Information Systems Department, Jakarta, 11480, Indonesia; Raharto Condrobimo, A., Information Systems Audit Program, School of Information Systems, Bina Nusantara University, Information Systems Department, Jakarta, 11480, Indonesia; Edbert, I.S., Information Systems Audit Program, School of Information Systems, Bina Nusantara University, Information Systems Department, Jakarta, 11480, Indonesia; Vivien, Information Systems Audit Program, School of Information Systems, Bina Nusantara University, Information Systems Department, Jakarta, 11480, Indonesia","Economic Sharing; Mobile Transportation system; Quantitative; Safe; Trust","Crime; Intelligent systems; Correlation factors; Positive value; Quantitative; Quantitative method; Safe; Transportation system; Trust; User behaviors; Behavioral research","Int. Semin. Res. Inf. Technol. Intell. Syst., ISRITI",Conference Paper,"Final",Scopus,2-s2.0-85073238732
"Mei S., Peiguang L., Xiushan N.","57204428311;15128839900;35327663300;","Research on fintech industry development and talent training status",2018,"13th International Conference on Computer Science and Education, ICCSE 2018",,,"8468796","384","387",,7,"10.1109/ICCSE.2018.8468796","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055545846&doi=10.1109%2fICCSE.2018.8468796&partnerID=40&md5=c22a872531d1db7ed9f305e5dc99d5c2","Shandong University of Finance and Economics, School of Public Management, Jinan, Shandong Province, China; Shandong University of Finance and Economics, School of Computre Science and Technology, Jinan, Shandong Province, China","Mei, S., Shandong University of Finance and Economics, School of Public Management, Jinan, Shandong Province, China; Peiguang, L., Shandong University of Finance and Economics, School of Computre Science and Technology, Jinan, Shandong Province, China; Xiushan, N., Shandong University of Finance and Economics, School of Computre Science and Technology, Jinan, Shandong Province, China","Fintech; Fintech industry; Fintech talents; Talent training","Education computing; Finance; Colleges and universities; Economic development; Fintech; Fintech talents; Industry development; School-enterprise cooperations; Talent trainings; Technological communities; Engineering education","Int. Conf. Comput. Sci. Educ., ICCSE",Conference Paper,"Final",Scopus,2-s2.0-85055545846
"Sharma D., Bhattacharya S., Thukral S.","56689083400;55451798400;57192071939;","Assessment of financial inclusive policy in Indian economy",2018,"International Journal of Ethics and Systems","34","3",,"304","320",,7,"10.1108/IJOES-11-2017-0211","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075730741&doi=10.1108%2fIJOES-11-2017-0211&partnerID=40&md5=29acbf243f960025fb9ba5bb52d27b75","Symbiosis Centre for Management and Human Resource Development, Symbiosis International (Deemed University), Pune, India","Sharma, D., Symbiosis Centre for Management and Human Resource Development, Symbiosis International (Deemed University), Pune, India; Bhattacharya, S., Symbiosis Centre for Management and Human Resource Development, Symbiosis International (Deemed University), Pune, India; Thukral, S., Symbiosis Centre for Management and Human Resource Development, Symbiosis International (Deemed University), Pune, India","Financial inclusion; India; Sub national level",,"Int. J. Ethics. Syst.",Article,"Final",Scopus,2-s2.0-85075730741
"Turski M.","55204548600;","Eco-development aspect in modernization of industrial system",2018,"E3S Web of Conferences","44",,"00181","","",,7,"10.1051/e3sconf/20184400181","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051066293&doi=10.1051%2fe3sconf%2f20184400181&partnerID=40&md5=0611ca6f78e64da208f9c3e7d50ba137","Faculty of Infrastructure and Environment, Czestochowa University of Technology, 60A Brzeznicka St., Czestochowa, 42-200, Poland","Turski, M., Faculty of Infrastructure and Environment, Czestochowa University of Technology, 60A Brzeznicka St., Czestochowa, 42-200, Poland",,"Energy conservation; Energy dissipation; Environmental protection; Food processing; Investments; Waste heat; Water management; Ecological efficiency; Economic efficiency; Financing mechanisms; Food processing industry; Increasing production; Industrial systems; Primary energies; Primary energy savings; Energy efficiency","E3S Web Conf.",Conference Paper,"Final",Scopus,2-s2.0-85051066293
"Nabila M., Purwandari B., Nazief B.A.A., Chalid D.A., Wibowo S.S., Solichah I.","57208579395;56716397400;6508196587;57204637218;57202901613;55014342100;","Financial Technology Acceptance Factors of Electronic Wallet and Digital Cash in Indonesia",2018,"2018 International Conference on Information Technology Systems and Innovation, ICITSI 2018 - Proceedings",,,"8696091","284","289",,7,"10.1109/ICITSI.2018.8696091","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065209308&doi=10.1109%2fICITSI.2018.8696091&partnerID=40&md5=2fd1e9c3b5fad9e117e895a9240e1b4e","Faculty of Computer Science, Universitas Indonesia, Indonesia; Faculty of Economics and Business, Universitas Indonesia, Indonesia","Nabila, M., Faculty of Computer Science, Universitas Indonesia, Indonesia; Purwandari, B., Faculty of Computer Science, Universitas Indonesia, Indonesia; Nazief, B.A.A., Faculty of Computer Science, Universitas Indonesia, Indonesia; Chalid, D.A., Faculty of Economics and Business, Universitas Indonesia, Indonesia; Wibowo, S.S., Faculty of Economics and Business, Universitas Indonesia, Indonesia; Solichah, I., Faculty of Computer Science, Universitas Indonesia, Indonesia","Acceptance factor; Analytic Hierarchy Process (AHP); Digital cash; Electronic transaction; Electronic wallet; Financial technology (fintech); Payment system; Systematic Literature Review (SLR)","Analytic hierarchy process; Cost benefit analysis; Finance; Hierarchical systems; Marketing; Surveys; Wages; Acceptance factor; Analytic hierarchy process (ahp); Electronic transaction; Electronic wallet; Financial technology (fintech); Payment systems; Systematic literature review (SLR); Electronic money","Int. Conf. Inf. Technol. Syst. Innov., ICITSI - Proc.",Conference Paper,"Final",Scopus,2-s2.0-85065209308
"Rassool N.H.","57504642700;","Towards establishing an Islamic retail bank in a Muslim-minority country: Prospects and challenges in Mauritius",2018,"ISRA International Journal of Islamic Finance","10","1",,"78","84",,7,"10.1108/IJIF-11-2017-0048","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050790060&doi=10.1108%2fIJIF-11-2017-0048&partnerID=40&md5=f4f091f6089795f68f94cb5bd8cd9cfd","Al Madinah International University (MEDIU), Selangor, Malaysia","Rassool, N.H., Al Madinah International University (MEDIU), Selangor, Malaysia","Challenges; Islamic retail banking; Mauritius; Muslim-minority country; Prospects",,"ISRA Int. J. Islamic Finance",Article,"Final",Scopus,2-s2.0-85050790060
"Jones L.","57212230876;","Guest editorial: Poverty reduction in the FinTech age",2018,"Enterprise Development and Microfinance","29","2",,"99","102",,7,"10.3362/1755-1986.2018.29-2.ED","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053268187&doi=10.3362%2f1755-1986.2018.29-2.ED&partnerID=40&md5=f327c185c3d1f9edab1c55ef5ffa9a4e","MEDA, Canada","Jones, L., MEDA, Canada",,,"Enterp. Dev. Microfinance",Editorial,"Final",Scopus,2-s2.0-85053268187
"Rousseau R., Hu X.","7103385531;55496168500;","Under-cited influential work by Eugene Garfield",2018,"Scientometrics","114","2",,"651","657",,7,"10.1007/s11192-017-2530-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029759367&doi=10.1007%2fs11192-017-2530-8&partnerID=40&md5=a9f8e71479914292726aae6af3d042b0","Facultair Onderzoekscentrum ECOOM, KU Leuven, Naamsestraat 61, Louvain, 3000, Belgium; Faculty of Social Sciences, University of Antwerp (UA), Antwerp, 2020, Belgium; School of Medicine, Zhejiang University, Hangzhou, 310058, China","Rousseau, R., Facultair Onderzoekscentrum ECOOM, KU Leuven, Naamsestraat 61, Louvain, 3000, Belgium, Faculty of Social Sciences, University of Antwerp (UA), Antwerp, 2020, Belgium; Hu, X., School of Medicine, Zhejiang University, Hangzhou, 310058, China","Garfield; Under-cited influential publications",,"Scientometrics",Article,"Final",Scopus,2-s2.0-85029759367
"Fenwick M., Kaal W.A., Vermeulen E.P.M.","55671902600;55609405800;26665248900;","Regulation tomorrow: Strategies for regulating new technologies",2018,"Perspectives in Law, Business and Innovation",,,,"153","174",,7,"10.1007/978-981-13-1080-5_6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075952673&doi=10.1007%2f978-981-13-1080-5_6&partnerID=40&md5=32bb0f6f60af7457ffd26facb96d8e25","Graduate School of Law, Kyushu University, Fukuoka, Japan; University of St. Thomas School of Law, Minneapolis, MN, United States; Business & Financial Law, Tilburg Law and Economics Center; Philips Lighting, Tilburg University, Tilburg, Netherlands","Fenwick, M., Graduate School of Law, Kyushu University, Fukuoka, Japan; Kaal, W.A., University of St. Thomas School of Law, Minneapolis, MN, United States; Vermeulen, E.P.M., Business & Financial Law, Tilburg Law and Economics Center; Philips Lighting, Tilburg University, Tilburg, Netherlands","Airbnb; Artificial intelligence; Big data; Drones; Fintech; Principles; Regulation; Regulatory sandbox; Robotics; Uber",,"Perspect. Law Bus. Innov.",Book Chapter,"Final",Scopus,2-s2.0-85075952673
"Li H., Chen X., Zhang Y., Hai M.","57190986841;57206847157;43362063400;36097985500;","Empirical Analysis of Factors on Crowdfunding with Trust Theory",2018,"Procedia Computer Science","139",,,"120","126",,7,"10.1016/j.procs.2018.10.227","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062036112&doi=10.1016%2fj.procs.2018.10.227&partnerID=40&md5=0c622404eb32dc61d1bfdc8a38ea67f7","School of Information, Central University of Finance and Economics, Beijing, 100081, China","Li, H., School of Information, Central University of Finance and Economics, Beijing, 100081, China; Chen, X., School of Information, Central University of Finance and Economics, Beijing, 100081, China; Zhang, Y., School of Information, Central University of Finance and Economics, Beijing, 100081, China; Hai, M., School of Information, Central University of Finance and Economics, Beijing, 100081, China","crowdfunding; financing factors; quality signal; trust theory","Finance; crowdfunding; Empirical analysis; financing factors; Process-based; Quality signals; Trust theories; Crowdsourcing","Procedia Comput. Sci.",Conference Paper,"Final",Scopus,2-s2.0-85062036112
