issn,eissn,subj_areas
18743722,,Medicine
18765246,,"Biochemistry, Genetics and Molecular Biology; Medicine"
18741266,,"Pharmacology, Toxicology and Pharmaceutics"
18773818,,"Pharmacology, Toxicology and Pharmaceutics"
18742130,18742130,Environmental Science
09237992,1573708X,"Economics, Econometrics and Finance"
,25447831,Psychology; Social Sciences
18741290,,Engineering
,23915439,Engineering; Environmental Science; Materials Science
,25902776,Environmental Science
18763251,,Environmental Science
18749402,,"Biochemistry, Genetics and Molecular Biology"
23288957,,Medicine
1876973X,,Energy
18750370,,"Biochemistry, Genetics and Molecular Biology; Medicine"
18749232,,Earth and Planetary Sciences; Environmental Science; Social Sciences
23915447,23915447,Earth and Planetary Sciences; Environmental Science
20533624,,Medicine
18765351,,Medicine
01682601,26339838,Engineering; Social Sciences
18765262,,Medicine
18742262,,Immunology and Microbiology; Medicine
18742793,,Immunology and Microbiology; Medicine
,24511781,Social Sciences
20072406,23958936,Arts and Humanities
,25656120,Physics and Astronomy
,20565542,"Biochemistry, Genetics and Molecular Biology; Medicine; Health Professions"
,27775860,Decision Sciences; Mathematics
02680513,14699958,Social Sciences
,20566700,Arts and Humanities; Social Sciences
,23915412,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Neuroscience"
,23009969,Arts and Humanities; Social Sciences
1876326X,,"Biochemistry, Genetics and Molecular Biology; Medicine"
18768199,,"Biochemistry, Genetics and Molecular Biology; Medicine"
18747698,,Medicine; Health Professions
1874088X,,Materials Science
,23915455,Mathematics
1874155X,,Engineering
18741584,,Engineering
18751814,,Engineering; Medicine
18743471,,Medicine
18741045,,"Biochemistry, Genetics and Molecular Biology; Pharmacology, Toxicology and Pharmaceutics"
19112092,,Medicine
,23915463,Medicine
18742858,,Immunology and Microbiology
,24702986,Neuroscience; Psychology; Social Sciences
18759335,,"Chemical Engineering; Engineering; Pharmacology, Toxicology and Pharmaceutics"
18748481,,"Medicine; Pharmacology, Toxicology and Pharmaceutics"
18765289,,Medicine; Neuroscience
,18744400,Medicine
1874205X,1874205X,Medicine; Neuroscience
18765238,,"Medicine; Pharmacology, Toxicology and Pharmaceutics"
18765297,,Medicine
18744346,,Nursing
18763960,,Agricultural and Biological Sciences
18768237,,Medicine
18743641,,Medicine
18744532,,Agricultural and Biological Sciences
18763863,18763863,Medicine; Neuroscience
18744214,,Immunology and Microbiology; Medicine
18748341,,Energy
18741436,,"Biochemistry, Genetics and Molecular Biology; Pharmacology, Toxicology and Pharmaceutics"
,25438875,Arts and Humanities
,23915471,Physics and Astronomy
18749496,,Social Sciences
13699997,2304070X,Social Sciences
18768229,,Medicine
18750397,,"Biochemistry, Genetics and Molecular Biology; Medicine"
,18743501,Psychology
18749445,,Medicine; Nursing; Social Sciences
,2055298X,Environmental Science; Social Sciences
,27526925,General
,27325121,General
,26596636,Medicine
18743064,18743064,Medicine
,23265507,Arts and Humanities; Social Sciences
18743129,18743129,Medicine
18768253,,Computer Science
18765327,,Medicine
1875399X,,Medicine; Health Professions
18768938,,"Biochemistry, Genetics and Molecular Biology"
12301612,17937191,Mathematics; Physics and Astronomy
,23006579,Arts and Humanities
18750435,,"Biochemistry, Genetics and Molecular Biology; Neuroscience"
18743404,,"Pharmacology, Toxicology and Pharmaceutics"
18744184,,Medicine
18777295,,Chemical Engineering
18744478,,Mathematics; Social Sciences
1874303X,,Medicine
18750354,,"Immunology and Microbiology; Pharmacology, Toxicology and Pharmaceutics"
22264485,22186050,Veterinary
23529520,,"Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
00303526,,Arts and Humanities
00785237,,Agricultural and Biological Sciences
1805790X,2694720X,Arts and Humanities
25002287,25002295,"Biochemistry, Genetics and Molecular Biology; Medicine"
00303607,19381506,Arts and Humanities
07360053,14762870,Arts and Humanities
01635980,,Computer Science
11092858,18661505,"Business, Management and Accounting; Computer Science; Decision Sciences; Mathematics"
26201607,26201747,Decision Sciences; Engineering
00303623,,"Business, Management and Accounting"
19793561,25799363,"Business, Management and Accounting; Decision Sciences"
26323451,,"Business, Management and Accounting; Engineering"
16497082,20444567,Decision Sciences
19369735,19369743,"Business, Management and Accounting; Decision Sciences; Engineering"
0030364X,15265463,Computer Science; Decision Sciences
20818858,23916060,"Business, Management and Accounting; Decision Sciences; Mathematics"
22116923,,Decision Sciences; Medicine; Health Professions
,26622556,"Computer Science; Economics, Econometrics and Finance; Mathematics"
01676377,,Computer Science; Decision Sciences; Engineering; Mathematics
22147160,22147160,"Business, Management and Accounting; Decision Sciences; Mathematics"
1387666X,,Computer Science; Decision Sciences
03617734,15592863,Dentistry
23324252,23324260,Medicine
09346694,,Medicine
1524153X,,Medicine
1092440X,,Medicine
10486666,15583848,Medicine
10431810,15579395,Medicine
10710949,,Medicine
10601872,15579794,Medicine
15222942,15328627,Medicine
02550156,22964878,Mathematics
18463886,,Mathematics
00785326,,Agricultural and Biological Sciences
1645653X,2184173X,Arts and Humanities; Social Sciences
09893105,,Medicine; Neuroscience
02755408,14751313,Medicine; Neuroscience; Health Professions
09286586,17445086,Medicine
13816810,17445094,Medicine
01676784,,Medicine
07409303,15372677,Medicine
08329869,,Medicine
00303747,14230259,Medicine; Neuroscience
0022023X,,Medicine
10823069,,Medicine
15428877,19382375,Medicine
23258160,23258179,Medicine
00303755,14230267,Medicine; Neuroscience
2731720X,27317218,Medicine
01616420,15494713,Medicine
21938245,21936528,Medicine
08961549,,Medicine
25894234,25894196,Medicine
10044469,,Medicine
19987102,24125423,Medicine
,24686530,Medicine
,26669145,Medicine
23537175,25439987,Medicine
01046276,18070191,Social Sciences
13862618,,Immunology and Microbiology; Medicine
00303887,09750320,"Business, Management and Accounting; Computer Science; Decision Sciences"
23342536,,Materials Science; Physics and Astronomy
00303909,,Materials Science
00785466,18997015,Materials Science; Physics and Astronomy
00303917,,Engineering; Materials Science; Physics and Astronomy
03068919,1572817X,Engineering; Materials Science; Physics and Astronomy
00913286,15602303,Engineering; Physics and Astronomy
10685200,10959912,Engineering; Materials Science; Physics and Astronomy
08865809,,Engineering
09253467,,Chemistry; Engineering; Materials Science; Physics and Astronomy
21593930,,Materials Science
25901478,25901478,Chemistry; Engineering; Materials Science; Physics and Astronomy
1060992X,19347898,Computer Science; Engineering; Materials Science
21922853,,Physics and Astronomy
13406000,13499432,Physics and Astronomy
0030395X,,Engineering
15734277,,Computer Science; Engineering
,26733269,Materials Science; Physics and Astronomy
00303992,,Engineering; Materials Science; Physics and Astronomy
01438166,,Engineering; Materials Science; Physics and Astronomy
10476938,15413721,Engineering; Materials Science; Physics and Astronomy
0030400X,15626911,Materials Science; Physics and Astronomy
00304018,,Chemistry; Engineering; Materials Science; Physics and Astronomy
,27700208,Engineering; Materials Science; Physics and Astronomy
10944087,,Physics and Astronomy
01469592,15394794,Physics and Astronomy
03743926,,
00304026,16181336,Engineering; Materials Science; Physics and Astronomy
00304034,,Physics and Astronomy
01432087,10991514,Computer Science; Engineering; Mathematics
02331934,10294945,Decision Sciences; Mathematics
13894420,,Computer Science; Engineering; Mathematics
18624472,18624480,"Business, Management and Accounting; Mathematics"
10556788,10294937,Computer Science; Mathematics
09925945,,Medicine
20964579,,Engineering; Materials Science; Physics and Astronomy
09125434,,Engineering
18426573,20653824,Engineering; Materials Science
16731905,19935013,Engineering; Materials Science; Physics and Astronomy
12303402,18963757,Engineering; Materials Science; Physics and Astronomy
87566990,19347944,Engineering; Physics and Astronomy
15291839,15581527,Health Professions
10405488,15389235,Medicine; Health Professions
10506918,,Medicine
22221468,24114634,"Biochemistry, Genetics and Molecular Biology; Medicine"
19944098,19998627,Medicine
01037412,15177017,Arts and Humanities
20000898,,Arts and Humanities; Social Sciences
12117390,,Arts and Humanities
12329274,23006919,Mathematics
19417519,19417527,Agricultural and Biological Sciences
87568047,,Medicine
01716468,14366304,"Business, Management and Accounting; Decision Sciences"
02754622,,Medicine
19745648,20352468,Dentistry
18651550,18651569,Medicine; Dentistry
,22145419,Medicine; Dentistry
10423699,15581365,Medicine; Dentistry
1354523X,16010825,Medicine; Dentistry
00304204,,Medicine
22472452,,Medicine
16021622,17579996,Dentistry
00940798,15338592,Arts and Humanities
10760644,,Medicine
00482064,,Medicine
09020055,1399302X,Immunology and Microbiology; Medicine; Dentistry
13688375,18790593,"Biochemistry, Genetics and Molecular Biology; Medicine; Dentistry"
17419409,,Medicine; Dentistry
,27729060,Medicine
09116028,16139674,Medicine; Dentistry
13488643,18814204,Medicine
17522471,1752248X,Medicine; Dentistry
00304220,,Medicine; Dentistry
07886020,,Medicine
22124403,22124411,Medicine; Dentistry
10792104,1528395X,Medicine; Dentistry
02881012,,"Medicine; Pharmacology, Toxicology and Pharmaceutics; Dentistry"
15751430,,Arts and Humanities; Social Sciences
07244991,,Medicine
16142217,21908036,Dentistry
00304387,,Social Sciences
,23533900,Arts and Humanities; Social Sciences
01057510,16000730,Arts and Humanities
18024637,,Social Sciences
01676830,17445108,Medicine
,23986786,Arts and Humanities
,19846428,Chemical Engineering; Chemistry; Materials Science
01678094,15729273,Computer Science; Mathematics
08672008,23917512,Arts and Humanities
01691368,,Earth and Planetary Sciences
00304727,,Arts and Humanities
,,Medicine
16747445,,Medicine
18794238,18794246,Agricultural and Biological Sciences
14770520,14770539,"Biochemistry, Genetics and Molecular Biology; Chemistry"
,21912858,Chemistry; Medicine
20524110,20524129,Chemistry
13076175,,Chemistry
15661199,,Chemistry; Engineering; Materials Science; Physics and Astronomy
,22976485,Agricultural and Biological Sciences
01466380,,Earth and Planetary Sciences
15237060,15237052,"Biochemistry, Genetics and Molecular Biology; Chemistry"
00304921,,Chemistry; Materials Science
0030493X,,"Biochemistry, Genetics and Molecular Biology; Physics and Astronomy"
,26251825,Chemistry
08856672,,Chemistry
00304948,19455453,Chemistry
10836160,1520586X,Chemistry
00786179,,Chemistry
00786209,23333553,Chemistry
1047773X,,Chemistry
,2673401X,Chemistry
14742780,20443765,Psychology
13557718,14698153,Arts and Humanities; Computer Science
14396092,16181077,Agricultural and Biological Sciences
13185454,15811832,"Business, Management and Accounting"
13505084,14617323,"Business, Management and Accounting"
10860266,15527417,"Business, Management and Accounting; Environmental Science"
08896402,,"Business, Management and Accounting"
15416518,,"Business, Management and Accounting; Social Sciences"
10477039,15265455,"Business, Management and Accounting"
01708406,17413044,"Business, Management and Accounting"
,26317877,"Business, Management and Accounting"
,18476228,"Business, Management and Accounting; Engineering"
15517470,15595463,"Business, Management and Accounting"
07495978,10959920,"Business, Management and Accounting; Psychology"
00305073,,Medicine
26621053,26621045,"Business, Management and Accounting; Social Sciences"
23278013,2327932X,"Business, Management and Accounting"
00902616,,"Business, Management and Accounting; Psychology; Social Sciences"
20413866,20413874,"Business, Management and Accounting; Psychology"
10944281,15527425,"Business, Management and Accounting; Decision Sciences"
20294581,23450037,"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
,23125942,"Business, Management and Accounting; Psychology"
20450605,20450613,"Business, Management and Accounting; Environmental Science"
15476278,15558592,"Biochemistry, Genetics and Molecular Biology; Engineering; Medicine"
03010074,,Chemistry
02767333,15206041,Chemistry
00786500,,Medicine
13350668,,Arts and Humanities
03060713,14651904,"Biochemistry, Genetics and Molecular Biology; Chemistry"
10998268,,Chemistry
,,Medicine
00786527,18778372,Arts and Humanities; Social Sciences
00305227,,Social Sciences
0972558X,09763430,Social Sciences
00305278,,Arts and Humanities; Social Sciences
00305316,21578745,Agricultural and Biological Sciences
0970020X,22315039,"Biochemistry, Genetics and Molecular Biology; Chemistry; Environmental Science; Pharmacology, Toxicology and Pharmaceutics"
15982386,22111069,Medicine
26190990,26191008,Arts and Humanities; Social Sciences
00305375,,Arts and Humanities; Social Sciences
02496739,21043795,Psychology; Social Sciences
00305472,22138617,Arts and Humanities; Social Sciences
04746805,,Arts and Humanities; Social Sciences
0093609X,,Medicine
03021688,,Agricultural and Biological Sciences; Earth and Planetary Sciences; Environmental Science
01696149,15730875,Agricultural and Biological Sciences; Earth and Planetary Sciences
,22804390,Arts and Humanities; Social Sciences
03011569,14230275,Medicine
02107309,,Medicine
10643842,,Medicine
19276141,,Medicine
,2447536X,Agricultural and Biological Sciences
,27692094,Agricultural and Biological Sciences
09310657,,Materials Science
00305685,,Agricultural and Biological Sciences
12151610,20619588,Agricultural and Biological Sciences
15020878,,Agricultural and Biological Sciences
00305693,,Agricultural and Biological Sciences; Earth and Planetary Sciences; Environmental Science
11026812,20032633,Agricultural and Biological Sciences
00786594,19412282,Agricultural and Biological Sciences
13470558,,Agricultural and Biological Sciences
00305707,,Agricultural and Biological Sciences
